Fecha|TipoDocumento|NumeroDocumento|Referencia|CodAlmacen|Almacen|Linea|CodArticulo|Articulo|Ingreso|Salida|Saldoacumulado
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|20|ARALX03240/542|ALX PINTURA MATE PARA ARTESANIA 37 ML ROSA OSCURO|0,000000|24,000000|252,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|21|ARALX03240/543|ALX PINTURA MATE PARA ARTESANIA 37 ML AZUL ULTRAMAR|0,000000|24,000000|24,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|22|ARALX03640/520|ALX PINT.METAL COLORS 37 ML.NEGRO|0,000000|12,000000|79,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|23|ARALX03640/532|ALX PINT.METAL COLORS 37 ML.ORO|0,000000|12,000000|32,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|24|ARALX03640/533|ALX PINT.METAL COLORS 37 ML.PLATA|0,000000|12,000000|100,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|25|ARALX03640/534|ALX PINT.METAL COLORS 37 ML.COBRE|0,000000|12,000000|85,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|26|ARALX03640/537|ALX PINT.METAL COLORS 37 ML.ROSA|0,000000|12,000000|5,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|27|ARALX03640/548|ALX PINT.METAL COLORS 37 ML.ORO VIEJO|0,000000|12,000000|30,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|28|ARALX03640/556|ALX PINT.METAL COLORS 37 ML.BRONCE|0,000000|12,000000|16,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|29|ARALX03640/562|ALX PINT.METAL COLORS 37 ML.BLANCO|0,000000|12,000000|39,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|3|ARALX03240/505|ALX PINTURA MATE PARA ARTESANIA 37 ML AMARILLO ORO|0,000000|24,000000|264,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|30|ARALX03640/598|ALX PINT.METAL COLORS 37 ML.DORADO SOLAR|0,000000|12,000000|54,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|31|ARALX03640/599|ALX PINT.METAL COLORS 37 ML.ALUMINIO|0,000000|12,000000|150,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|32|ARALX04140/503|ALX PINT.TELA BASICO 37 ML.AZUL CELESTE|0,000000|12,000000|670,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|33|ARALX04140/505|ALX PINT.TELA BASICO 37 ML.AMARILLO ORO|0,000000|12,000000|923,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|34|ARALX04140/510|ALX PINT.TELA BASICO 37 ML.VERDE HOJA|0,000000|12,000000|422,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|35|ARALX04140/520|ALX PINT.TELA BASICO 37 ML.NEGRO|0,000000|12,000000|982,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|36|ARALX04140/528|ALX PINT.TELA BASICO 37 ML.LILA|0,000000|12,000000|902,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|37|ARALX04140/537|ALX PINT.TELA BASICO 37 ML.ROSA|0,000000|12,000000|798,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|38|ARALX04140/517|ALX PINT.TELA BASICO 37 ML.NARANJA|0,000000|12,000000|469,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|39|ARALX04140/538|ALX PINT.TELA BASICO 37 ML.AMARILLO PIEL|0,000000|12,000000|379,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|4|ARALX03240/507|ALX PINTURA MATE PARA ARTESANIA 37 ML ROJO FUEGO|0,000000|36,000000|252,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|40|ARALX04140/539|ALX PINT.TELA BASICO 37 ML.SIENA NATURAL|0,000000|12,000000|323,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|41|ARALX04140/541|ALX PINT.TELA BASICO 37 ML.ROJO VIVO|0,000000|12,000000|366,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|42|ARALX04140/543|ALX PINT.TELA BASICO 37 ML.AZUL ULTRAMAR|0,000000|12,000000|914,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|43|ARALX04140/569|ALX PINT.TELA BASICO 37 ML. CARAMELO|0,000000|12,000000|186,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|44|ARALX04140/589|ALX PINT.TELA BASICO 37 ML.AMARILLO CANARIO|0,000000|12,000000|492,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|45|ARALX04140/634|ALX PINT.TELA BASICO 37 ML. ROSTRO DE MUÑECA|0,000000|12,000000|10,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|46|ARALX04140/802|ALX PINT.TELA BASICO 37 ML.VERDE MANZANA|0,000000|12,000000|235,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|47|ARALX04140/813|ALX PINTURA PARA TELA MATE/37ML ROSA BEBE|0,000000|12,000000|275,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|48|ARALX04140/984|ALX PINTURA PARA TELA MATE/37ML ROJO NAVIDAD|0,000000|12,000000|59,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|5|ARALX03240/510|ALX PINTURA MATE PARA ARTESANIA 37 ML VERDE HOJA|0,000000|36,000000|276,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|6|ARALX03240/511|ALX PINTURA MATE PARA ARTESANIA 37 ML VERDE BANDERA|0,000000|24,000000|24,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|7|ARALX03240/513|ALX PINTURA MATE PARA ARTESANIA 37 ML VERDE MUSGO|0,000000|24,000000|24,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|8|ARALX03240/516|ALX PINTURA MATE PARA ARTESANIA 37 ML VIOLETA|0,000000|24,000000|24,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002167|00634565|L03|DISPONIBLE|9|ARALX03240/517|ALX PINTURA MATE PARA ARTESANIA 37 ML NARANJA|0,000000|24,000000|36,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|0|ARK5142919-SA|KUM PINCEL SCHOOL & ART FL ACRILICO  # 16  X 12|0,000000|2,000000|11,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|1|ARTAC011LC|AC PLASTILINA SOFT JUMBO X 12|0,000000|288,000000|244,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|10|ARTECO-301A|AC PEGAMENTO STIC ECO NOVO 40 GR EN BLISTER|0,000000|72,000000|934,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|11|ARTECO-400|AC CORRECTOR ECO NOVO CINTA 8M 100% PLAST RECICLADO|0,000000|50,000000|28,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|12|ARTECO-700|AC CUADERNO A5 ECO NOVO C/ ELASTICO 80 HOJAS|0,000000|24,000000|107,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|13|ARTECO-701|AC CUADERNO ESPIRAL  ECO NOVO CORCHO DE 80 HOJAS|0,000000|24,000000|71,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|2|ARTAC023-S|AC SET BASICO P/MASAS 6 FUNCIONES|0,000000|60,000000|348,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|3|ARTAC040LC|AC CRAYON JUMBO X 12 LC|0,000000|72,000000|2076,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|4|ARTAC320/BX8|AC PLUMON PARA TELA BLISTER X 8|0,000000|36,000000|480,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|5|ARTAC325|AC MARCADOR GRAFICO X 10 COLORES|0,000000|12,000000|130,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|6|ARTACF00010|AC STICKERS SOL/LUNA X 60 E.V.A|0,000000|144,000000|1570,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|7|ARTACF00015|AC OJITOS ADH. SURTIDOS|0,000000|144,000000|1176,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|8|ARTACF00018|AC TRIPACK BOTONES-LENTEJ-ESTRELLAS|0,000000|144,000000|788,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002168|00634568|L03|DISPONIBLE|9|ARTECO-300A|AC PEGAMENTO STIC ECO NOVO 21 GR EN BLISTER|0,000000|50,000000|647,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002169|00634591|L03|DISPONIBLE|0|ARTDY601|UHU UNIVERSAL PLASTIC TUBO 33ML|0,000000|10,000000|377,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002170|00634607|L03|DISPONIBLE|0|ARTCAMX-12B-BK|CASIO CALCUL DE MESA MX-12B-BK|0,000000|13,000000|135,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002171|00634611|L03|DISPONIBLE|0|AR318F/401|STA MARATHON BOLIGRAFO PUNTA FINA ROJO|0,000000|30,000000|1670,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002171|00634611|L03|DISPONIBLE|1|AR318F/411|STA MARATHON BOLIGRAFO PUNTA FINA AZUL|0,000000|30,000000|11978,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002171|00634611|L03|DISPONIBLE|2|ARTAC130|AC FUNDA PORTA PAPEL  A-4 PAQ. X 10|0,000000|10,000000|2690,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002171|00634611|L03|DISPONIBLE|3|ARTAC135|AC FUNDA PORTA PAPEL  OFICIO PAQ. X 10|0,000000|10,000000|1287,000000
12/02/2024 0:00:00|Salidas - Guia Despacho|2002171|00634611|L03|DISPONIBLE|4|ARTACJUEDI031|AC JGO EDUC EVA BLOCK & TOWERS 3DX 60PZA|0,000000|24,000000|320,000000
